rank,FFT_type,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_time,last_time
4,IFFT,float32,1024,1024,1024,4,4,NCCL_PL,2,509.203,174.6884,177.8526,176.0856,0.9335,176.5944
1,FFT,float32,1024,1024,1024,4,4,NCCL_PL,2,7133.7765,174.8135,249.557,183.6279,21.9979,177.6055
1,IFFT,float32,1024,1024,1024,4,4,NCCL_PL,2,385.0687,174.015,177.0459,175.8476,0.8159,175.6603
7,FFT,float32,1024,1024,1024,4,4,NCCL_PL,2,7014.279,173.8513,250.3719,183.1963,22.4133,175.2875
7,IFFT,float32,1024,1024,1024,4,4,NCCL_PL,2,512.906,175.0164,178.5601,176.1575,0.973,175.7182
6,FFT,float32,1024,1024,1024,4,4,NCCL_PL,2,6985.9838,174.1616,251.8168,183.4793,22.8053,175.5749
6,IFFT,float32,1024,1024,1024,4,4,NCCL_PL,2,508.7809,174.9879,178.3138,176.0718,0.8682,176.1522
3,FFT,float32,1024,1024,1024,4,4,NCCL_PL,2,7113.2864,174.2404,252.6046,183.2593,23.1246,175.2883
3,IFFT,float32,1024,1024,1024,4,4,NCCL_PL,2,386.5588,174.458,178.0018,176.6618,1.1242,176.9722
0,FFT,float32,1024,1024,1024,4,4,NCCL_PL,2,7144.5508,174.6396,249.8474,183.7104,22.0659,177.6157
0,IFFT,float32,1024,1024,1024,4,4,NCCL_PL,2,380.1497,174.5669,177.0554,175.8044,0.7344,175.6213
5,FFT,float32,1024,1024,1024,1,16,NCCL,2,6677.5146,186.2717,256.378,194.1068,20.7644,187.1733
5,IFFT,float32,1024,1024,1024,1,16,NCCL,2,256.4693,186.9429,188.6606,187.9574,0.5815,186.9429
15,FFT,float32,1024,1024,1024,1,16,NCCL,2,6799.9771,186.5512,256.9398,194.487,20.8359,186.5512
15,IFFT,float32,1024,1024,1024,1,16,NCCL,2,258.0036,186.9412,188.699,187.6602,0.4845,187.3735
8,FFT,float32,1024,1024,1024,1,16,NCCL,2,6699.2971,186.5529,258.3024,194.4463,21.2946,186.5576
8,IFFT,float32,1024,1024,1024,1,16,NCCL,2,258.8243,186.8893,188.6337,187.7822,0.6044,187.3607
14,FFT,float32,1024,1024,1024,1,16,NCCL,2,6785.9561,186.5652,258.1807,194.6261,21.2021,186.6099
14,IFFT,float32,1024,1024,1024,1,16,NCCL,2,257.7828,187.1145,188.6941,187.6289,0.4653,187.3943
9,FFT,float32,1024,1024,1024,1,16,NCCL,2,6694.3592,186.5348,257.4723,194.4065,21.0305,186.5348
9,IFFT,float32,1024,1024,1024,1,16,NCCL,2,258.6162,186.901,188.7783,187.7886,0.5968,187.3796
13,FFT,float32,1024,1024,1024,1,16,NCCL,2,6699.2631,186.6373,257.5653,194.3969,21.0665,186.767
