rank,FFT_type,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_time,last_time
4,FFT,float64,1024,1024,1024,2,4,NCCL,2,1430.4815,383.8945,586.9077,414.3863,61.2763,389.0403
4,IFFT,float64,1024,1024,1024,2,4,NCCL,2,3632.7936,3254.3297,3274.8042,3263.2202,7.9104,3257.4998
5,FFT,float64,1024,1024,1024,2,4,NCCL,2,1430.0469,380.13,587.5655,411.5933,62.4325,384.6623
5,IFFT,float64,1024,1024,1024,2,4,NCCL,2,3642.508,3257.7609,3280.0306,3266.5672,7.9208,3261.6859
4,FFT,float64,1024,1024,1024,1,8,NCCL,2,1014.606,379.6803,523.6248,399.7781,41.6235,381.2258
4,IFFT,float64,1024,1024,1024,1,8,NCCL,2,644.2527,356.4192,388.221,367.3919,10.7454,362.8037
5,FFT,float64,1024,1024,1024,1,8,NCCL,2,1013.3143,379.761,524.4879,400.0974,41.8124,380.8391
5,IFFT,float64,1024,1024,1024,1,8,NCCL,2,645.3477,355.8558,388.2311,367.1139,10.7078,362.8459
7,FFT,float64,1024,1024,1024,1,8,NCCL,2,1026.1031,380.2262,523.9007,398.8652,41.9678,381.124
7,IFFT,float64,1024,1024,1024,1,8,NCCL,2,647.6786,355.2079,395.2822,368.3261,13.0645,364.2335
6,FFT,float64,1024,1024,1024,1,8,NCCL,2,973.4918,380.7084,524.3905,399.3051,41.9879,381.5868
6,IFFT,float64,1024,1024,1024,1,8,NCCL,2,647.6047,354.8208,394.715,367.8841,12.9374,363.5586
0,FFT,float64,1024,1024,1024,1,8,NCCL,2,1033.6062,381.861,521.2363,404.9746,40.9156,381.861
0,IFFT,float64,1024,1024,1024,1,8,NCCL,2,643.5508,355.5859,372.3873,361.9421,4.7754,362.3518
3,FFT,float64,1024,1024,1024,1,8,NCCL,2,1043.2651,380.6143,520.9897,400.0573,40.7083,382.5343
3,IFFT,float64,1024,1024,1024,1,8,NCCL,2,643.389,355.7387,388.4205,366.8198,10.8233,362.3327
2,FFT,float64,1024,1024,1024,1,8,NCCL,2,1054.4269,380.4497,521.8176,399.3975,41.0752,381.6783
2,IFFT,float64,1024,1024,1024,1,8,NCCL,2,642.6782,355.8194,387.9927,367.5463,10.6553,362.3659
1,FFT,float64,1024,1024,1024,1,8,NCCL,2,1033.4262,381.8665,521.5361,404.6644,40.9507,381.8665
1,IFFT,float64,1024,1024,1024,1,8,NCCL,2,643.7497,356.2295,375.3127,362.2623,5.3969,362.2714
0,FFT,float64,1024,1024,1024,8,1,NCCL,2,1112.3326,351.0507,492.5568,377.1295,43.4172,351.4999
0,IFFT,float64,1024,1024,1024,8,1,NCCL,2,592.858,391.0795,407.5231,398.3787,4.5851,399.9364
1,FFT,float64,1024,1024,1024,8,1,NCCL,2,1117.3407,351.2569,492.6887,376.8936,43.255,351.2569
1,IFFT,float64,1024,1024,1024,8,1,NCCL,2,593.2369,390.8333,410.0876,398.5344,5.5922,399.9936
3,FFT,float64,1024,1024,1024,8,1,NCCL,2,1119.1161,348.6441,492.7176,369.8377,41.5447,348.6441
3,IFFT,float64,1024,1024,1024,8,1,NCCL,2,590.326,390.662,462.7823,405.586,21.0254,394.944
2,FFT,float64,1024,1024,1024,8,1,NCCL,2,1165.5521,349.9208,490.3119,368.8622,40.7693,349.9208
2,IFFT,float64,1024,1024,1024,8,1,NCCL,2,592.532,390.3957,459.8658,406.5018,19.4605,397.7495
4,FFT,float64,1024,1024,1024,8,1,NCCL,2,1102.6417,349.2523,493.9082,369.9748,41.883,349.2523
4,IFFT,float64,1024,1024,1024,8,1,NCCL,2,591.8689,391.1179,458.6987,405.5935,19.5773,395.0462
6,FFT,float64,1024,1024,1024,8,1,NCCL,2,1101.4978,347.5676,493.2607,368.3331,41.9185,347.5676
6,IFFT,float64,1024,1024,1024,8,1,NCCL,2,588.304,392.5205,458.5699,406.545,18.9596,393.9544
5,FFT,float64,1024,1024,1024,8,1,NCCL,2,1130.2819,347.96,493.4262,369.3713,41.7014,347.96
5,IFFT,float64,1024,1024,1024,8,1,NCCL,2,591.9153,391.3255,457.693,405.7967,18.578,396.6121
7,FFT,float64,1024,1024,1024,8,1,NCCL,2,1101.3976,348.7933,493.5672,369.4857,41.9402,348.7933
7,IFFT,float64,1024,1024,1024,8,1,NCCL,2,587.8867,388.9191,462.9981,405.4175,21.4611,388.9191
7,FFT,float64,1024,1024,1024,4,2,NCCL,2,1050.2209,605.1141,828.5483,801.5614,65.5423,826.8201
7,IFFT,float64,1024,1024,1024,4,2,NCCL,2,2458.0756,2078.9776,2100.8656,2091.3058,6.4537,2078.9776
0,FFT,float64,1024,1024,1024,4,2,NCCL,2,989.2213,604.0806,828.6055,803.1059,66.3789,826.0003
0,IFFT,float64,1024,1024,1024,4,2,NCCL,2,2458.0823,2077.5785,2098.1808,2089.5586,6.3246,2077.5785
2,FFT,float64,1024,1024,1024,4,2,NCCL,2,1057.1919,604.2629,828.3772,803.0574,66.3061,825.9306
2,IFFT,float64,1024,1024,1024,4,2,NCCL,2,2458.0837,2077.6433,2097.2987,2089.6664,6.3037,2077.6433
