FFT-cont,float32,256,256,256,4,4,NCCL,2,8364.5849,2.8743,73.4157,10.0081,21.1360,2.9419,4968,4194304,8388608,16777216
IFFT-cont,float32,256,256,256,4,4,NCCL,2,179.7438,2.9404,3.0844,2.9882,0.0416,2.9460,5224,8388608,8388608,16777216
FFT-noncont,float32,256,256,256,4,4,NCCL,2,7553.2005,3.2153,77.8892,10.7469,22.3808,3.3373,4968,4194304,8388608,16777216
IFFT-noncont,float32,256,256,256,4,4,NCCL,2,87.6713,3.2290,3.3993,3.2954,0.0488,3.2788,5224,8388608,8388608,16777216
FFT-cont,float32,256,256,256,1,16,NCCL,2,6512.1050,3.2381,78.0310,10.9876,22.3482,3.2381,4968,4194304,8388608,16777216
IFFT-cont,float32,256,256,256,1,16,NCCL,2,81.9742,3.4621,3.6845,3.5692,0.0809,3.5900,5224,8388608,8388608,16777216
FFT-noncont,float32,256,256,256,1,16,NCCL,2,6345.7706,3.4620,76.0750,10.7998,21.7585,3.4620,4968,4194304,8388608,16777216
IFFT-noncont,float32,256,256,256,1,16,NCCL,2,81.8479,3.5182,3.6948,3.6187,0.0467,3.6714,5224,8388608,8388608,16777216
FFT-cont,float32,256,256,256,16,1,NCCL,2,6435.1808,3.4018,77.3580,10.9370,22.1405,3.6441,4968,4194304,8388608,16777216
IFFT-cont,float32,256,256,256,16,1,NCCL,2,83.2291,3.4785,3.7640,3.6312,0.0957,3.5819,5224,8388608,8388608,16777216
FFT-noncont,float32,256,256,256,16,1,NCCL,2,6284.4897,3.7930,74.9546,11.0116,21.3145,3.8480,4968,4194304,8388608,16777216
IFFT-noncont,float32,256,256,256,16,1,NCCL,2,83.5098,3.8625,4.1321,4.0074,0.0982,3.8733,5224,8388608,8388608,16777216
FFT-cont,float32,512,512,512,4,4,NCCL,2,7560.6071,21.3519,90.7242,28.5017,20.7416,21.5383,6376,33554432,67108864,134217728
IFFT-cont,float32,512,512,512,4,4,NCCL,2,122.5348,21.5675,21.7582,21.6580,0.0675,21.6377,5352,67108864,67108864,134217728
FFT-noncont,float32,512,512,512,4,4,NCCL,2,7459.2217,22.0101,91.6999,29.2604,20.8146,22.3079,6376,33554432,67108864,134217728
IFFT-noncont,float32,512,512,512,4,4,NCCL,2,101.7635,22.1366,22.4677,22.2898,0.1092,22.1366,5352,67108864,67108864,134217728
FFT-cont,float32,512,512,512,1,16,NCCL,2,6354.1393,24.0157,97.3441,31.7267,21.8736,24.0157,6376,33554432,67108864,134217728
IFFT-cont,float32,512,512,512,1,16,NCCL,2,108.0852,23.9835,24.9529,24.4107,0.2993,24.0472,5352,67108864,67108864,134217728
FFT-noncont,float32,512,512,512,1,16,NCCL,2,6388.6152,24.2115,94.9718,31.5463,21.1428,24.2749,6376,33554432,67108864,134217728
IFFT-noncont,float32,512,512,512,1,16,NCCL,2,104.2081,24.3139,24.8190,24.5685,0.1670,24.6302,5352,67108864,67108864,134217728
FFT-cont,float32,512,512,512,16,1,NCCL,2,6277.1523,23.9886,96.2783,31.5890,21.5657,24.0607,6376,33554432,67108864,134217728
IFFT-cont,float32,512,512,512,16,1,NCCL,2,108.9553,24.1513,25.0623,24.5886,0.2463,24.6351,5352,67108864,67108864,134217728
FFT-noncont,float32,512,512,512,16,1,NCCL,2,6371.1566,24.8311,96.3678,32.3948,21.3253,25.2799,6376,33554432,67108864,134217728
IFFT-noncont,float32,512,512,512,16,1,NCCL,2,104.4893,24.9613,25.9491,25.5163,0.3417,25.5716,5352,67108864,67108864,134217728
FFT-cont,float32,1024,1024,1024,4,4,NCCL,2,7501.6721,168.5278,235.1803,175.6309,19.8543,168.5278,5352,268435456,536870912,1073741824
IFFT-cont,float32,1024,1024,1024,4,4,NCCL,2,230.6860,168.7377,169.8281,169.3175,0.3792,168.9680,5224,536870912,536870912,1073741824
FFT-noncont,float32,1024,1024,1024,4,4,NCCL,2,7199.3992,170.0339,240.4987,177.8136,20.8984,170.8609,5352,268435456,536870912,1073741824
IFFT-noncont,float32,1024,1024,1024,4,4,NCCL,2,350.4421,170.3039,171.3836,170.8323,0.3373,170.6892,5224,536870912,536870912,1073741824
FFT-cont,float32,1024,1024,1024,1,16,NCCL,2,6520.6274,185.3488,255.8334,192.9856,20.9521,185.6716,5352,268435456,536870912,1073741824
IFFT-cont,float32,1024,1024,1024,1,16,NCCL,2,266.1640,185.6807,187.6695,186.7077,0.5794,187.3983,5224,536870912,536870912,1073741824
FFT-noncont,float32,1024,1024,1024,1,16,NCCL,2,6498.1315,186.4680,255.4830,193.9430,20.5187,187.8867,5352,268435456,536870912,1073741824
IFFT-noncont,float32,1024,1024,1024,1,16,NCCL,2,268.5770,187.0918,188.3118,187.9048,0.3455,187.5268,5224,536870912,536870912,1073741824
FFT-cont,float32,1024,1024,1024,16,1,NCCL,2,6473.5104,185.3722,257.0217,193.0948,21.3131,186.4133,5352,268435456,536870912,1073741824
