function,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_div,last_time,generated_code,argument_size,output_size,temp_size,flops
FFT,float32,2048,2048,2048,1,64,NCCL,16,1602.9751,335.1255,463.7904,368.1566,40.6929,349.4721,5480,536870912,1073741824,2147483648,134217728.0
IFFT,float32,2048,2048,2048,1,64,NCCL,16,442.5373,340.9792,448.1502,359.5913,30.5141,341.8533,5480,1073741824,1073741824,2147483648,134217728.0
FFT,float32,2048,2048,2048,64,1,NCCL,16,1547.2306,337.7184,534.1831,452.8869,79.1443,523.4288,5480,536870912,1073741824,2147483648,134217728.0
IFFT,float32,2048,2048,2048,64,1,NCCL,16,495.2825,338.1595,530.2886,407.4962,73.6754,338.1595,5480,1073741824,1073741824,2147483648,134217728.0
FFT,float64,256,256,256,8,8,NCCL,16,1141.8798,2.4067,93.6195,11.5838,27.3453,2.4305,4712,2097152,4194304,8388608,262143.0
IFFT,float64,256,256,256,8,8,NCCL,16,102.6885,2.3584,2.5758,2.4312,0.0623,2.4744,5096,4194304,4194304,8388608,262143.0
FFT,float64,256,256,256,16,4,NCCL,16,1341.0661,1.8048,98.6013,11.5118,29.0299,1.8726,4712,2097152,4194304,8388608,262143.0
IFFT,float64,256,256,256,16,4,NCCL,16,97.202,1.7247,2.1763,1.782,0.1319,1.7356,5096,4194304,4194304,8388608,262143.0
FFT,float64,256,256,256,1,64,NCCL,16,1461.7643,2.3621,100.2643,12.2167,29.3493,2.3621,4712,2097152,4194304,8388608,262143.0
IFFT,float64,256,256,256,1,64,NCCL,16,153.2205,2.2938,2.4805,2.4113,0.0551,2.3307,5096,4194304,4194304,8388608,262143.0
FFT,float64,256,256,256,64,1,NCCL,16,1231.5886,2.3816,97.6998,11.9605,28.5798,2.3951,4712,2097152,4194304,8388608,262143.0
IFFT,float64,256,256,256,64,1,NCCL,16,100.4807,2.3732,3.0342,2.4848,0.188,2.4065,5096,4194304,4194304,8388608,262143.0
FFT,float64,512,512,512,8,8,NCCL,16,1101.2408,15.6504,111.6305,25.4956,28.7132,15.8561,5736,16777216,33554432,67108864,2097151.0
IFFT,float64,512,512,512,8,8,NCCL,16,131.245,16.0299,17.0159,16.2787,0.2753,16.2127,6760,33554432,33554432,67108864,2097151.0
FFT,float64,512,512,512,16,4,NCCL,16,1162.71,10.9011,102.9683,20.4251,27.5155,11.0378,5736,16777216,33554432,67108864,2097151.0
IFFT,float64,512,512,512,16,4,NCCL,16,123.2003,11.1146,11.9468,11.3612,0.303,11.1146,6760,33554432,33554432,67108864,2097151.0
FFT,float64,512,512,512,1,64,NCCL,16,1223.3068,11.0961,103.6877,21.1351,27.5292,11.0961,5736,16777216,33554432,67108864,2097151.0
IFFT,float64,512,512,512,1,64,NCCL,16,126.5955,11.2105,12.7528,11.9444,0.5801,11.8192,6760,33554432,33554432,67108864,2097151.0
FFT,float64,512,512,512,64,1,NCCL,16,1179.7473,11.0279,99.0291,21.7029,25.891,11.8396,5736,16777216,33554432,67108864,2097151.0
IFFT,float64,512,512,512,64,1,NCCL,16,130.0628,11.326,12.8763,11.8078,0.507,11.3264,6760,33554432,33554432,67108864,2097151.0
FFT,float64,1024,1024,1024,8,8,NCCL,16,1268.982,123.4286,205.8711,132.5621,24.4413,123.4286,5352,134217728,268435456,536870912,16777215.0
IFFT,float64,1024,1024,1024,8,8,NCCL,16,229.5388,125.0718,126.6361,125.8833,0.4204,126.119,5352,268435456,268435456,536870912,16777215.0
FFT,float64,1024,1024,1024,16,4,NCCL,16,1199.7374,83.1251,168.1429,93.4884,24.9036,85.9212,5352,134217728,268435456,536870912,16777215.0
IFFT,float64,1024,1024,1024,16,4,NCCL,16,192.499,85.388,87.7617,86.5236,0.5973,85.8835,5352,268435456,268435456,536870912,16777215.0
FFT,float64,1024,1024,1024,1,64,NCCL,16,1361.3988,85.6834,174.0236,99.1901,26.538,86.422,5352,134217728,268435456,536870912,16777215.0
IFFT,float64,1024,1024,1024,1,64,NCCL,16,192.8766,85.4817,113.9232,92.4945,7.839,86.4635,5352,268435456,268435456,536870912,16777215.0
FFT,float64,1024,1024,1024,64,1,NCCL,16,1404.6518,84.3314,171.6514,95.9595,25.3885,86.4918,5352,134217728,268435456,536870912,16777215.0
IFFT,float64,1024,1024,1024,64,1,NCCL,16,184.1315,84.8273,93.8754,88.5452,2.4177,93.8754,5352,268435456,268435456,536870912,16777215.0
FFT,float64,2048,2048,2048,8,8,NCCL,16,2098.37,997.7633,1903.7922,1141.4813,267.2597,1903.7922,5480,1073741824,2147483648,4294967296,134217728.0
IFFT,float64,2048,2048,2048,8,8,NCCL,16,1111.3146,1007.5968,1289.2205,1078.3244,92.9752,1289.2205,5352,2147483648,2147483648,4294967296,134217728.0
FFT,float64,2048,2048,2048,16,4,NCCL,16,1831.2853,672.3542,1482.6493,802.5412,244.7301,673.1182,5480,1073741824,2147483648,4294967296,134217728.0
IFFT,float64,2048,2048,2048,16,4,NCCL,16,1037.4389,684.7323,954.5278,716.914,79.311,700.3062,5352,2147483648,2147483648,4294967296,134217728.0
FFT,float64,2048,2048,2048,1,64,NCCL,16,1915.6503,685.5281,793.4225,718.5133,33.9716,685.5281,5480,1073741824,2147483648,4294967296,134217728.0
IFFT,float64,2048,2048,2048,1,64,NCCL,16,828.4436,706.4467,1030.027,753.1911,93.1467,706.4467,5352,2147483648,2147483648,4294967296,134217728.0
FFT,float64,2048,2048,2048,64,1,NCCL,16,1981.0606,679.8709,1675.9078,825.5936,295.0829,706.3622,5480,1073741824,2147483648,4294967296,134217728.0
IFFT,float64,2048,2048,2048,64,1,NCCL,16,793.1761,692.9379,722.8537,711.4257,8.5942,704.0694,5352,2147483648,2147483648,4294967296,134217728.0
FFT,float32,256,256,256,4,4,NCCL,4,1040.9612,2.4758,82.4229,10.5184,23.9682,2.4822,4840,4194304,8388608,16777216,1048575.0
IFFT,float32,256,256,256,4,4,NCCL,4,90.4969,2.5549,2.6238,2.5791,0.0208,2.5608,5224,8388608,8388608,16777216,1048575.0
FFT,float32,256,256,256,1,16,NCCL,4,1127.9472,2.3797,84.7315,10.6569,24.6916,2.4267,4840,4194304,8388608,16777216,1048575.0
IFFT,float32,256,256,256,1,16,NCCL,4,91.9401,2.4093,2.6559,2.473,0.0722,2.4093,5224,8388608,8388608,16777216,1048575.0
FFT,float32,256,256,256,16,1,NCCL,4,1038.0992,2.4206,83.5108,10.5455,24.3218,2.4421,4840,4194304,8388608,16777216,1048575.0
IFFT,float32,256,256,256,16,1,NCCL,4,90.5748,2.3851,2.7237,2.4684,0.0882,2.4468,5224,8388608,8388608,16777216,1048575.0
FFT,float32,512,512,512,4,4,NCCL,4,1012.1891,17.4166,90.2068,24.793,21.8047,17.4806,6504,33554432,67108864,134217728,8388607.0
IFFT,float32,512,512,512,4,4,NCCL,4,104.6373,17.5203,17.8295,17.6506,0.077,17.6292,5224,67108864,67108864,134217728,8388607.0
FFT,float32,512,512,512,1,16,NCCL,4,1186.5308,16.7796,90.9068,24.3307,22.1923,16.9886,6504,33554432,67108864,134217728,8388607.0
IFFT,float32,512,512,512,1,16,NCCL,4,105.5227,17.129,17.4145,17.2599,0.1079,17.4092,5224,67108864,67108864,134217728,8388607.0
FFT,float32,512,512,512,16,1,NCCL,4,1085.7087,16.5656,92.2622,24.3067,22.6522,16.5656,6504,33554432,67108864,134217728,8388607.0
IFFT,float32,512,512,512,16,1,NCCL,4,105.3377,16.7064,17.3349,16.9618,0.1757,16.969,5224,67108864,67108864,134217728,8388607.0
FFT,float32,1024,1024,1024,4,4,NCCL,4,1183.0611,135.2417,208.9641,142.9567,22.0033,135.4457,5224,268435456,536870912,1073741824,67108864.0
IFFT,float32,1024,1024,1024,4,4,NCCL,4,225.2159,136.9088,137.8083,137.0958,0.2465,137.0934,5224,536870912,536870912,1073741824,67108864.0
FFT,float32,1024,1024,1024,1,16,NCCL,4,1195.0999,128.4373,203.3887,136.0902,22.4331,128.7734,5224,268435456,536870912,1073741824,67108864.0
IFFT,float32,1024,1024,1024,1,16,NCCL,4,218.6978,129.9818,131.3639,130.292,0.3979,130.0925,5224,536870912,536870912,1073741824,67108864.0
FFT,float32,1024,1024,1024,16,1,NCCL,4,1169.4511,127.564,201.4404,135.1352,22.1025,127.6619,5224,268435456,536870912,1073741824,67108864.0
IFFT,float32,1024,1024,1024,16,1,NCCL,4,217.6972,129.5343,130.1293,129.7942,0.2096,130.1293,5224,536870912,536870912,1073741824,67108864.0
FFT,float32,2048,2048,2048,4,4,NCCL,4,2084.666,1087.7184,1159.9484,1095.8588,21.3746,1088.5474,5224,2147483648,4294967296,8589934592,536870912.0
IFFT,float32,2048,2048,2048,4,4,NCCL,4,1184.4652,1096.4404,1099.8743,1098.5641,1.0435,1099.2085,5224,4294967296,4294967296,8589934592,536870912.0
FFT,float32,2048,2048,2048,1,16,NCCL,4,2204.609,1030.7329,1101.8632,1043.8193,21.5664,1035.8514,5224,2147483648,4294967296,8589934592,536870912.0
IFFT,float32,2048,2048,2048,1,16,NCCL,4,1125.9263,1039.9049,1059.8625,1045.7102,6.931,1041.1387,5224,4294967296,4294967296,8589934592,536870912.0
FFT,float32,2048,2048,2048,16,1,NCCL,4,2022.8228,1024.052,1098.5707,1032.9552,21.8832,1026.349,5224,2147483648,4294967296,8589934592,536870912.0
IFFT,float32,2048,2048,2048,16,1,NCCL,4,1125.2466,1039.3756,1041.0051,1040.1029,0.4747,1039.9386,5224,4294967296,4294967296,8589934592,536870912.0
FFT,float64,256,256,256,4,4,NCCL,4,1028.8188,4.5828,77.3508,11.8981,21.8176,4.5972,4712,8388608,16777216,33554432,1048575.0
IFFT,float64,256,256,256,4,4,NCCL,4,96.972,4.632,4.8026,4.7159,0.0469,4.632,4968,16777216,16777216,33554432,1048575.0
FFT,float64,256,256,256,1,16,NCCL,4,1292.3837,4.3587,79.6222,11.9528,22.5565,4.3587,4712,8388608,16777216,33554432,1048575.0
IFFT,float64,256,256,256,1,16,NCCL,4,88.068,4.4562,4.5685,4.5039,0.0299,4.488,4968,16777216,16777216,33554432,1048575.0
FFT,float64,256,256,256,16,1,NCCL,4,1053.872,4.3651,79.2473,11.8834,22.4546,4.3764,4712,8388608,16777216,33554432,1048575.0
IFFT,float64,256,256,256,16,1,NCCL,4,88.8347,4.389,4.5568,4.4798,0.0453,4.5568,4968,16777216,16777216,33554432,1048575.0
FFT,float64,512,512,512,4,4,NCCL,4,1045.2193,34.183,106.2507,41.6573,21.5315,34.3925,8680,67108864,134217728,268435456,8388607.0
IFFT,float64,512,512,512,4,4,NCCL,4,135.4365,35.1345,35.6725,35.2835,0.1406,35.3165,5352,134217728,134217728,268435456,8388607.0
FFT,float64,512,512,512,1,16,NCCL,4,1096.5358,32.4405,107.1966,40.1515,22.3487,32.7621,8680,67108864,134217728,268435456,8388607.0
IFFT,float64,512,512,512,1,16,NCCL,4,120.0621,33.7302,34.1108,33.9117,0.1088,33.9807,5352,134217728,134217728,268435456,8388607.0
FFT,float64,512,512,512,16,1,NCCL,4,1045.1709,32.6758,108.8457,40.446,22.8001,32.9088,8680,67108864,134217728,268435456,8388607.0
IFFT,float64,512,512,512,16,1,NCCL,4,121.6843,33.282,33.9572,33.7893,0.1934,33.8198,5352,134217728,134217728,268435456,8388607.0
FFT,float64,1024,1024,1024,4,4,NCCL,4,1306.1485,270.0025,343.8875,278.0199,21.9584,270.0025,5736,536870912,1073741824,2147483648,67108864.0
IFFT,float64,1024,1024,1024,4,4,NCCL,4,369.085,278.642,279.4025,278.9433,0.2205,278.7663,5608,1073741824,1073741824,2147483648,67108864.0
FFT,float64,1024,1024,1024,1,16,NCCL,4,1300.91,257.4711,331.1397,265.2169,21.9756,257.4711,5736,536870912,1073741824,2147483648,67108864.0
IFFT,float64,1024,1024,1024,1,16,NCCL,4,354.5059,265.4975,267.3572,266.1591,0.5059,266.1373,5608,1073741824,1073741824,2147483648,67108864.0
FFT,float64,1024,1024,1024,16,1,NCCL,4,1344.2014,255.9076,331.9765,263.9907,22.6629,256.7535,5736,536870912,1073741824,2147483648,67108864.0
IFFT,float64,1024,1024,1024,16,1,NCCL,4,352.688,264.9248,265.7189,265.4026,0.2493,265.5109,5608,1073741824,1073741824,2147483648,67108864.0
FFT,float32,256,256,256,8,16,NCCL,32,1161.3887,1.1137,113.3677,12.3934,33.6582,1.1599,4328,524288,1048576,2097152,131071.0
IFFT,float32,256,256,256,8,16,NCCL,32,157.4278,1.0397,1.3299,1.1319,0.0788,1.0397,4584,1048576,1048576,2097152,131071.0
FFT,float32,256,256,256,16,8,NCCL,32,1091.6841,0.9922,113.0924,12.2608,33.6105,1.0182,4328,524288,1048576,2097152,131071.0
IFFT,float32,256,256,256,16,8,NCCL,32,143.2086,0.9277,1.1517,0.9756,0.0619,0.9318,4584,1048576,1048576,2097152,131071.0
FFT,float32,256,256,256,1,128,NCCL,32,1385.2522,1.7176,120.0249,13.5695,35.4852,1.7176,4328,524288,1048576,2097152,131071.0
IFFT,float32,256,256,256,1,128,NCCL,32,117.4508,1.7096,1.9334,1.7667,0.0599,1.771,4584,1048576,1048576,2097152,131071.0
FFT,float32,256,256,256,128,1,NCCL,32,1352.2956,1.7157,114.8387,13.0534,33.9284,1.728,4328,524288,1048576,2097152,131071.0
IFFT,float32,256,256,256,128,1,NCCL,32,115.7735,1.6782,1.9216,1.7399,0.0643,1.6996,4584,1048576,1048576,2097152,131071.0
FFT,float32,512,512,512,8,16,NCCL,32,1154.6073,5.65,125.5643,17.7221,35.9474,5.7397,4840,4194304,8388608,16777216,1048575.0
IFFT,float32,512,512,512,8,16,NCCL,32,138.173,5.4358,5.788,5.5436,0.0905,5.5661,5224,8388608,8388608,16777216,1048575.0
FFT,float32,512,512,512,16,8,NCCL,32,1169.8428,4.8058,127.9056,17.2123,36.8979,4.8059,4840,4194304,8388608,16777216,1048575.0
IFFT,float32,512,512,512,16,8,NCCL,32,129.4464,4.9271,5.0643,4.9849,0.0456,4.9703,5224,8388608,8388608,16777216,1048575.0
FFT,float32,512,512,512,1,128,NCCL,32,1384.1891,4.1193,123.6167,16.3833,35.7452,4.1193,4840,4194304,8388608,16777216,1048575.0
IFFT,float32,512,512,512,1,128,NCCL,32,173.7001,4.2159,4.9254,4.5266,0.2474,4.2159,5224,8388608,8388608,16777216,1048575.0
FFT,float32,512,512,512,128,1,NCCL,32,1373.1995,4.2653,126.7891,17.1045,36.568,6.8557,4840,4194304,8388608,16777216,1048575.0
IFFT,float32,512,512,512,128,1,NCCL,32,139.5381,4.232,5.0651,4.6793,0.3073,4.232,5224,8388608,8388608,16777216,1048575.0
FFT,float32,1024,1024,1024,8,16,NCCL,32,1186.6094,43.4075,152.3798,55.4248,32.325,44.4696,6504,33554432,67108864,134217728,8388607.0
IFFT,float32,1024,1024,1024,8,16,NCCL,32,166.0144,41.6944,44.3729,43.3991,0.7803,41.6944,5224,67108864,67108864,134217728,8388607.0
FFT,float32,1024,1024,1024,16,8,NCCL,32,1250.6641,38.5238,149.7509,50.4135,33.1166,38.8122,6504,33554432,67108864,134217728,8388607.0
IFFT,float32,1024,1024,1024,16,8,NCCL,32,155.6152,37.8826,39.0244,38.4811,0.2693,37.8826,5224,67108864,67108864,134217728,8388607.0
FFT,float32,1024,1024,1024,1,128,NCCL,32,1382.7785,29.4021,142.1264,41.1809,33.6516,30.9755,6504,33554432,67108864,134217728,8388607.0
IFFT,float32,1024,1024,1024,1,128,NCCL,32,159.7574,29.6223,30.2579,30.0564,0.2146,30.014,5224,67108864,67108864,134217728,8388607.0
FFT,float32,1024,1024,1024,128,1,NCCL,32,1411.8564,28.894,162.4348,43.0128,39.8093,29.776,6504,33554432,67108864,134217728,8388607.0
IFFT,float32,1024,1024,1024,128,1,NCCL,32,148.935,29.29,30.3829,29.8833,0.4164,30.202,5224,67108864,67108864,134217728,8388607.0
FFT,float32,2048,2048,2048,8,16,NCCL,32,1476.7245,345.3594,469.9258,362.5355,35.9311,349.324,5224,268435456,536870912,1073741824,67108864.0
IFFT,float32,2048,2048,2048,8,16,NCCL,32,458.3233,336.6555,347.1552,343.5601,3.3029,336.6555,5224,536870912,536870912,1073741824,67108864.0
FFT,float32,2048,2048,2048,16,8,NCCL,32,1510.6095,312.691,419.8653,326.9115,31.057,318.4925,5224,268435456,536870912,1073741824,67108864.0
IFFT,float32,2048,2048,2048,16,8,NCCL,32,444.9749,306.3327,312.5005,310.7645,1.7039,306.3327,5224,536870912,536870912,1073741824,67108864.0
FFT,float32,2048,2048,2048,1,128,NCCL,32,1733.1017,242.0524,366.7882,258.9427,36.1323,243.4353,5224,268435456,536870912,1073741824,67108864.0
IFFT,float32,2048,2048,2048,1,128,NCCL,32,365.696,245.3624,254.7288,250.6915,2.5932,245.3624,5224,536870912,536870912,1073741824,67108864.0
FFT,float32,2048,2048,2048,128,1,NCCL,32,1762.2089,243.4481,360.0397,260.1188,33.5772,245.3366,5224,268435456,536870912,1073741824,67108864.0
IFFT,float32,2048,2048,2048,128,1,NCCL,32,376.9314,245.5652,251.077,247.5397,1.6764,249.4203,5224,536870912,536870912,1073741824,67108864.0
FFT,float32,4096,4096,4096,8,16,NCCL,32,4172.3271,2776.9885,2952.8579,2831.9443,48.5941,2776.9885,5224,2147483648,4294967296,8589934592,536870912.0
IFFT,float32,4096,4096,4096,8,16,NCCL,32,2903.867,2672.3442,2794.3613,2756.5098,32.14,2672.3442,5224,4294967296,4294967296,8589934592,536870912.0
FFT,float32,4096,4096,4096,16,8,NCCL,32,3686.2829,2446.6658,2570.7327,2507.0916,39.2734,2476.6191,5224,2147483648,4294967296,8589934592,536870912.0
IFFT,float32,4096,4096,4096,16,8,NCCL,32,2550.1635,2399.2505,2457.4932,2436.5601,15.4371,2399.2505,5224,4294967296,4294967296,8589934592,536870912.0
FFT,float32,4096,4096,4096,1,128,NCCL,32,3435.1434,1958.98,2072.9614,2004.1068,31.4352,2029.5619,5224,2147483648,4294967296,8589934592,536870912.0
IFFT,float32,4096,4096,4096,1,128,NCCL,32,2150.8604,1978.8151,2087.1431,2024.7793,28.1976,2010.5201,5224,4294967296,4294967296,8589934592,536870912.0
FFT,float32,4096,4096,4096,128,1,NCCL,32,3362.8793,1962.3687,2070.3564,1995.531,32.0553,1984.8824,5224,2147483648,4294967296,8589934592,536870912.0
IFFT,float32,4096,4096,4096,128,1,NCCL,32,2117.8794,1970.1224,2097.1147,2023.4746,36.654,1971.1412,5224,4294967296,4294967296,8589934592,536870912.0
FFT,float64,256,256,256,8,16,NCCL,32,1169.8319,1.6985,113.3882,12.9296,33.4863,1.6985,4328,1048576,2097152,4194304,131071.0
IFFT,float64,256,256,256,8,16,NCCL,32,121.8117,1.7002,1.8345,1.7481,0.0372,1.7002,4584,2097152,2097152,4194304,131071.0
FFT,float64,256,256,256,16,8,NCCL,32,1121.9984,1.7142,118.1096,13.3804,34.9098,1.7177,4328,1048576,2097152,4194304,131071.0
IFFT,float64,256,256,256,16,8,NCCL,32,120.2641,1.5498,1.708,1.5834,0.0433,1.581,4584,2097152,2097152,4194304,131071.0
FFT,float64,256,256,256,1,128,NCCL,32,1682.9959,2.0187,113.4874,13.2071,33.4268,2.0187,4328,1048576,2097152,4194304,131071.0
IFFT,float64,256,256,256,1,128,NCCL,32,126.7803,2.0324,2.1456,2.0813,0.0342,2.06,4584,2097152,2097152,4194304,131071.0
FFT,float64,256,256,256,128,1,NCCL,32,1367.7606,2.0048,121.584,14.0161,35.856,2.0666,4328,1048576,2097152,4194304,131071.0
IFFT,float64,256,256,256,128,1,NCCL,32,124.2236,1.9947,2.1645,2.0817,0.0425,1.9947,4584,2097152,2097152,4194304,131071.0
FFT,float64,512,512,512,8,16,NCCL,32,1096.2514,11.1718,126.3175,22.8417,34.4921,11.3645,4712,8388608,16777216,33554432,1048575.0
IFFT,float64,512,512,512,8,16,NCCL,32,134.5913,10.6993,11.1968,10.9189,0.1219,10.6993,4968,16777216,16777216,33554432,1048575.0
FFT,float64,512,512,512,16,8,NCCL,32,1123.2571,9.5533,123.119,21.0359,34.0279,9.5533,4712,8388608,16777216,33554432,1048575.0
IFFT,float64,512,512,512,16,8,NCCL,32,127.9414,9.6438,9.8277,9.7202,0.0552,9.7252,4968,16777216,16777216,33554432,1048575.0
FFT,float64,512,512,512,1,128,NCCL,32,1463.2106,7.7416,140.0529,21.1873,39.6224,7.7416,4712,8388608,16777216,33554432,1048575.0
IFFT,float64,512,512,512,1,128,NCCL,32,127.7869,7.7749,8.545,8.0844,0.2894,7.7749,4968,16777216,16777216,33554432,1048575.0
FFT,float64,512,512,512,128,1,NCCL,32,1322.7901,7.8533,114.9877,18.7961,32.0649,7.8533,4712,8388608,16777216,33554432,1048575.0
IFFT,float64,512,512,512,128,1,NCCL,32,123.6823,7.6447,8.6257,8.0328,0.3313,7.7911,4968,16777216,16777216,33554432,1048575.0
FFT,float64,1024,1024,1024,8,16,NCCL,32,1242.6021,85.5218,198.4264,98.1751,33.4282,85.9627,8680,67108864,134217728,268435456,8388607.0
IFFT,float64,1024,1024,1024,8,16,NCCL,32,202.7911,84.2594,87.1971,85.6486,0.8903,84.2594,5352,134217728,134217728,268435456,8388607.0
FFT,float64,1024,1024,1024,16,8,NCCL,32,1236.9638,76.3594,182.6988,88.2936,31.4764,77.8237,8680,67108864,134217728,268435456,8388607.0
IFFT,float64,1024,1024,1024,16,8,NCCL,32,230.0259,76.3496,77.3654,76.9115,0.34,76.4313,5352,134217728,134217728,268435456,8388607.0
FFT,float64,1024,1024,1024,1,128,NCCL,32,1412.3362,57.637,170.3679,70.3255,33.3578,58.6616,8680,67108864,134217728,268435456,8388607.0
IFFT,float64,1024,1024,1024,1,128,NCCL,32,186.8627,59.619,63.1869,60.8753,1.1383,61.7551,5352,134217728,134217728,268435456,8388607.0
FFT,float64,1024,1024,1024,128,1,NCCL,32,1491.7753,58.4385,167.7538,70.5202,32.4188,58.4385,8680,67108864,134217728,268435456,8388607.0
IFFT,float64,1024,1024,1024,128,1,NCCL,32,186.7145,59.3805,62.7165,60.5318,0.997,60.2562,5352,134217728,134217728,268435456,8388607.0
FFT,float64,2048,2048,2048,8,16,NCCL,32,1917.8447,686.8051,804.1277,712.4539,31.3326,701.3643,5736,536870912,1073741824,2147483648,67108864.0
IFFT,float64,2048,2048,2048,8,16,NCCL,32,806.5647,672.7338,694.927,684.4851,5.9208,672.7338,5608,1073741824,1073741824,2147483648,67108864.0
FFT,float64,2048,2048,2048,16,8,NCCL,32,1755.4752,610.4729,707.1199,624.9382,27.7674,623.0175,5736,536870912,1073741824,2147483648,67108864.0
IFFT,float64,2048,2048,2048,16,8,NCCL,32,756.4475,603.2146,614.5842,608.8973,3.0158,605.8381,5608,1073741824,1073741824,2147483648,67108864.0
FFT,float64,2048,2048,2048,1,128,NCCL,32,1908.3217,490.0479,604.8845,508.6709,32.3551,500.5863,5736,536870912,1073741824,2147483648,67108864.0
IFFT,float64,2048,2048,2048,1,128,NCCL,32,640.9536,492.0199,510.2333,503.2379,5.6673,492.0199,5608,1073741824,1073741824,2147483648,67108864.0
FFT,float64,2048,2048,2048,128,1,NCCL,32,1928.8001,487.306,602.3246,504.6127,32.9323,498.6507,5736,536870912,1073741824,2147483648,67108864.0
IFFT,float64,2048,2048,2048,128,1,NCCL,32,629.6463,499.7703,522.6912,509.8107,8.202,499.9784,5608,1073741824,1073741824,2147483648,67108864.0
