0,FFT,float32,1024,1024,1024,4,8,NCCL,4,9875.8457,128.6048,198.6855,135.9842,20.9030,129.2456
0,IFFT,float32,1024,1024,1024,4,8,NCCL,4,270.9984,128.6125,130.4647,129.4944,0.5277,129.7369
14,FFT,float32,1024,1024,1024,4,8,NCCL,4,9861.2738,128.8856,197.1701,136.4569,20.2470,129.7260
14,IFFT,float32,1024,1024,1024,4,8,NCCL,4,286.8094,127.9169,130.0320,128.7662,0.5653,128.6254
10,FFT,float32,1024,1024,1024,4,8,NCCL,4,9862.2516,128.8553,195.3869,136.5347,19.6237,130.0928
10,IFFT,float32,1024,1024,1024,4,8,NCCL,4,286.4072,127.8205,129.3581,128.5540,0.5008,129.1383
5,FFT,float32,1024,1024,1024,4,8,NCCL,4,9872.4943,128.6675,197.0736,136.5413,20.1953,129.4449
5,IFFT,float32,1024,1024,1024,4,8,NCCL,4,268.1519,127.7038,129.4816,128.6828,0.6057,128.9562
15,FFT,float32,1024,1024,1024,4,8,NCCL,4,9859.7058,128.0752,196.3492,136.1545,20.0782,129.8668
15,IFFT,float32,1024,1024,1024,4,8,NCCL,4,287.2199,128.1603,129.9114,128.9724,0.5176,128.5688
24,FFT,float32,1024,1024,1024,4,8,NCCL,4,9916.4622,128.9101,200.7123,136.4376,21.4264,129.4453
24,IFFT,float32,1024,1024,1024,4,8,NCCL,4,227.3461,128.5469,129.8986,129.2486,0.4055,129.4646
12,FFT,float32,1024,1024,1024,4,8,NCCL,4,9859.9632,128.3997,196.7836,136.3962,20.1467,129.4040
12,IFFT,float32,1024,1024,1024,4,8,NCCL,4,288.5199,127.4491,130.0161,128.9222,0.7498,130.0161
22,FFT,float32,1024,1024,1024,4,8,NCCL,4,9951.6211,128.0447,195.4022,136.0613,19.7986,129.8486
22,IFFT,float32,1024,1024,1024,4,8,NCCL,4,196.6402,127.9053,130.1064,129.0403,0.6346,128.4261
13,FFT,float32,1024,1024,1024,4,8,NCCL,4,9860.5038,128.3067,195.2793,136.0923,19.7431,129.3891
13,IFFT,float32,1024,1024,1024,4,8,NCCL,4,289.0610,128.0037,129.9980,129.0732,0.6689,129.9980
11,FFT,float32,1024,1024,1024,4,8,NCCL,4,9858.7286,128.9764,196.0657,136.5809,19.8327,129.9606
11,IFFT,float32,1024,1024,1024,4,8,NCCL,4,287.0801,127.9396,129.1265,128.5621,0.4350,129.0748
8,FFT,float32,1024,1024,1024,4,8,NCCL,4,9858.2551,128.7317,196.0505,135.8286,20.0760,129.3903
8,IFFT,float32,1024,1024,1024,4,8,NCCL,4,285.7096,128.6136,130.1207,129.3882,0.4918,129.7217
9,FFT,float32,1024,1024,1024,4,8,NCCL,4,9862.2567,128.7839,195.6489,135.7923,19.9543,129.2887
9,IFFT,float32,1024,1024,1024,4,8,NCCL,4,285.6028,128.4993,130.1210,129.3997,0.5550,129.9456
20,FFT,float32,1024,1024,1024,4,8,NCCL,4,9949.8805,128.6454,196.1352,136.1007,20.0174,129.7544
20,IFFT,float32,1024,1024,1024,4,8,NCCL,4,198.2227,128.2873,130.2860,129.1832,0.6359,129.5521
18,FFT,float32,1024,1024,1024,4,8,NCCL,4,9954.7170,129.1271,194.5516,136.2163,19.4485,129.8914
18,IFFT,float32,1024,1024,1024,4,8,NCCL,4,196.1260,127.7215,129.7160,128.8533,0.6152,128.9846
17,FFT,float32,1024,1024,1024,4,8,NCCL,4,9952.2535,128.7975,194.9097,135.7869,19.7097,129.3959
17,IFFT,float32,1024,1024,1024,4,8,NCCL,4,195.3048,128.2533,130.2176,129.3060,0.5410,129.3140
28,FFT,float32,1024,1024,1024,4,8,NCCL,4,9918.6066,128.8515,202.0815,136.7716,21.7761,129.5029
28,IFFT,float32,1024,1024,1024,4,8,NCCL,4,228.5868,128.2116,129.8442,129.0122,0.5443,129.0372
21,FFT,float32,1024,1024,1024,4,8,NCCL,4,9952.3977,128.4956,194.4029,135.8994,19.5099,129.9311
21,IFFT,float32,1024,1024,1024,4,8,NCCL,4,198.8235,128.0835,130.3564,129.2363,0.7181,129.7732
19,FFT,float32,1024,1024,1024,4,8,NCCL,4,9953.2084,129.1097,195.1306,136.2801,19.6200,129.9238
19,IFFT,float32,1024,1024,1024,4,8,NCCL,4,196.7641,127.8546,129.6755,128.8448,0.5553,128.9268
23,FFT,float32,1024,1024,1024,4,8,NCCL,4,9950.6284,128.0530,195.6985,135.9526,19.9286,130.0233
23,IFFT,float32,1024,1024,1024,4,8,NCCL,4,197.0413,128.1984,129.6979,129.1653,0.5143,128.3451
1,FFT,float32,1024,1024,1024,4,8,NCCL,4,9874.4712,128.5620,197.6435,135.9493,20.5673,129.2802
1,IFFT,float32,1024,1024,1024,4,8,NCCL,4,271.7787,128.3514,130.4074,129.4529,0.6388,130.0397
3,FFT,float32,1024,1024,1024,4,8,NCCL,4,9875.8452,129.1311,197.9744,136.8249,20.3887,130.0466
3,IFFT,float32,1024,1024,1024,4,8,NCCL,4,273.1433,127.7512,128.9895,128.4928,0.4110,128.8719
16,FFT,float32,1024,1024,1024,4,8,NCCL,4,9949.8749,128.7931,195.0494,135.8115,19.7477,129.4728
16,IFFT,float32,1024,1024,1024,4,8,NCCL,4,195.4372,128.3604,130.3100,129.3418,0.5509,129.3940
6,FFT,float32,1024,1024,1024,4,8,NCCL,4,9873.9052,128.5146,198.1138,136.5157,20.5459,129.9185
6,IFFT,float32,1024,1024,1024,4,8,NCCL,4,273.4133,127.6522,130.1311,128.7914,0.7297,128.4997
31,FFT,float32,1024,1024,1024,4,8,NCCL,4,9919.3647,128.0748,201.6739,136.3966,21.7736,129.7056
31,IFFT,float32,1024,1024,1024,4,8,NCCL,4,230.3015,128.0560,130.3056,129.3201,0.6318,128.7725
7,FFT,float32,1024,1024,1024,4,8,NCCL,4,9872.6504,128.2815,197.4081,136.3066,20.3809,129.9398
7,IFFT,float32,1024,1024,1024,4,8,NCCL,4,273.8385,127.9425,129.9651,128.9053,0.6354,128.3623
26,FFT,float32,1024,1024,1024,4,8,NCCL,4,9918.3742,128.9461,200.9350,136.9249,21.3403,129.9717
26,IFFT,float32,1024,1024,1024,4,8,NCCL,4,229.4932,127.9915,129.5256,128.7751,0.5634,129.2524
30,FFT,float32,1024,1024,1024,4,8,NCCL,4,9919.3441,128.1292,200.2146,136.2944,21.3213,129.6752
30,IFFT,float32,1024,1024,1024,4,8,NCCL,4,229.9509,127.9935,130.2994,129.2721,0.6631,128.6700
27,FFT,float32,1024,1024,1024,4,8,NCCL,4,9916.8482,128.9899,201.0556,136.9277,21.3796,129.8692
27,IFFT,float32,1024,1024,1024,4,8,NCCL,4,229.3844,128.0078,129.4917,128.7410,0.5205,129.1342
2,FFT,float32,1024,1024,1024,4,8,NCCL,4,9873.5099,128.9532,196.8650,136.6875,20.0656,130.1356
2,IFFT,float32,1024,1024,1024,4,8,NCCL,4,273.0992,127.7773,129.1538,128.5248,0.4382,128.8784
4,FFT,float32,1024,1024,1024,4,8,NCCL,4,9875.6795,128.6583,197.3336,136.6718,20.2371,129.5819
4,IFFT,float32,1024,1024,1024,4,8,NCCL,4,272.0962,127.6203,129.2090,128.5714,0.5297,128.7773
29,FFT,float32,1024,1024,1024,4,8,NCCL,4,9917.1305,128.8482,200.4774,136.6727,21.2766,130.1076
29,IFFT,float32,1024,1024,1024,4,8,NCCL,4,229.2054,127.9023,129.6670,128.9556,0.6468,128.9205
25,FFT,float32,1024,1024,1024,4,8,NCCL,4,9915.4388,128.8239,200.0285,136.2740,21.2527,129.2299
25,IFFT,float32,1024,1024,1024,4,8,NCCL,4,228.8809,128.3818,130.0310,129.3121,0.4659,129.5101
13,FFT,float32,1024,1024,1024,4,8,MPI,4,10774.0162,710.1505,1030.0361,816.3275,99.1701,800.2768
13,IFFT,float32,1024,1024,1024,4,8,MPI,4,827.4130,271.7716,504.1552,415.4868,78.3314,369.6092
9,FFT,float32,1024,1024,1024,4,8,MPI,4,10742.5172,640.9118,1042.2135,804.6144,121.4249,810.7657
9,IFFT,float32,1024,1024,1024,4,8,MPI,4,690.4957,274.7317,554.5458,429.0620,78.6355,389.3213
29,FFT,float32,1024,1024,1024,4,8,MPI,4,10917.1970,716.8178,899.0967,815.8017,64.2823,851.0600
29,IFFT,float32,1024,1024,1024,4,8,MPI,4,706.9205,275.7795,502.7828,428.3833,80.0670,461.4982
25,FFT,float32,1024,1024,1024,4,8,MPI,4,10648.8523,663.1522,941.6181,799.2579,81.0560,862.6467
25,IFFT,float32,1024,1024,1024,4,8,MPI,4,892.4360,198.7607,558.4793,444.1618,88.0233,455.2520
1,FFT,float32,1024,1024,1024,4,8,MPI,4,10636.1935,691.8778,839.5425,772.1547,44.6564,839.5425
1,IFFT,float32,1024,1024,1024,4,8,MPI,4,904.2861,407.4846,528.3870,473.4295,31.4082,492.6806
5,FFT,float32,1024,1024,1024,4,8,MPI,4,10645.3810,714.9174,870.2729,788.3247,54.7602,828.9944
5,IFFT,float32,1024,1024,1024,4,8,MPI,4,864.0350,322.9233,498.7699,457.1070,53.3436,492.0354
17,FFT,float32,1024,1024,1024,4,8,MPI,4,10980.7198,715.2321,945.0572,799.8690,71.2542,849.9397
17,IFFT,float32,1024,1024,1024,4,8,MPI,4,583.1504,320.6890,510.3329,443.2520,52.3520,459.7074
21,FFT,float32,1024,1024,1024,4,8,MPI,4,11006.2197,714.2067,1011.2350,828.4160,86.7369,842.3540
21,IFFT,float32,1024,1024,1024,4,8,MPI,4,606.8370,254.5282,518.8880,415.5640,88.8282,469.3328
8,FFT,float32,1024,1024,1024,4,8,MPI,4,10735.8893,355.2944,711.6379,478.2010,105.1347,530.6097
8,IFFT,float32,1024,1024,1024,4,8,MPI,4,858.0255,639.9059,889.2310,780.5707,65.2930,639.9059
0,FFT,float32,1024,1024,1024,4,8,MPI,4,10656.2787,403.7989,713.9937,527.3344,94.2538,530.5152
0,IFFT,float32,1024,1024,1024,4,8,MPI,4,874.1415,628.5475,870.0146,733.1525,72.1163,643.4048
4,FFT,float32,1024,1024,1024,4,8,MPI,4,10714.9922,353.8997,713.8347,515.8049,96.2752,353.8997
4,IFFT,float32,1024,1024,1024,4,8,MPI,4,726.4410,629.7026,946.3872,744.8752,90.9149,645.4645
12,FFT,float32,1024,1024,1024,4,8,MPI,4,10731.2025,327.1817,710.9270,471.2936,98.9515,502.5413
12,IFFT,float32,1024,1024,1024,4,8,MPI,4,873.8616,678.8904,884.8754,791.3073,54.0726,678.8904
11,FFT,float32,1024,1024,1024,4,8,MPI,4,10750.4786,394.1675,711.1917,486.6400,89.6406,536.7532
11,IFFT,float32,1024,1024,1024,4,8,MPI,4,864.7595,708.0967,892.9247,778.8948,47.9746,708.0967
3,FFT,float32,1024,1024,1024,4,8,MPI,4,10630.9124,410.4031,714.4959,540.2178,86.9859,526.6621
3,IFFT,float32,1024,1024,1024,4,8,MPI,4,895.0494,601.6229,863.3122,725.6450,70.4816,696.8099
24,FFT,float32,1024,1024,1024,4,8,MPI,4,10614.3151,352.7115,716.6809,487.6255,98.2050,583.8393
