rank,FFT_type,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_time,last_time
7,FFT,float32,1024,1024,1024,2,4,NCCL,1,8068.1876,19.3819,139.2744,31.806,35.8237,19.7611
7,IFFT,float32,1024,1024,1024,2,4,NCCL,1,3585.5395,59.7145,62.8891,60.6623,0.9768,60.5355
1,FFT,float32,1024,1024,1024,2,4,NCCL,1,7604.8774,19.4006,189.6616,36.8332,50.9441,19.8358
1,IFFT,float32,1024,1024,1024,2,4,NCCL,1,3884.7966,59.885,62.4673,60.6842,0.8498,60.6698
6,FFT,float32,1024,1024,1024,2,4,NCCL,1,7936.7279,19.2833,139.0904,31.772,35.7754,19.7419
6,IFFT,float32,1024,1024,1024,2,4,NCCL,1,3585.4668,59.8535,62.4258,60.7158,0.8488,60.555
5,FFT,float32,1024,1024,1024,2,4,NCCL,1,7928.4497,15.847,142.2611,28.7599,37.8365,16.0573
5,IFFT,float32,1024,1024,1024,2,4,NCCL,1,3589.5821,63.265,66.2533,64.3733,0.8895,64.0106
4,FFT,float32,1024,1024,1024,2,4,NCCL,1,7926.0197,15.931,138.4006,28.3939,36.6697,16.1862
4,IFFT,float32,1024,1024,1024,2,4,NCCL,1,3589.8004,63.3927,66.2517,64.3289,0.9505,63.9899
0,FFT,float32,1024,1024,1024,2,4,NCCL,1,7768.0784,19.318,141.2089,31.9679,36.4164,19.7431
0,IFFT,float32,1024,1024,1024,2,4,NCCL,1,3884.805,59.9604,62.2475,60.699,0.759,60.7122
2,FFT,float32,1024,1024,1024,2,4,NCCL,1,7659.7862,15.8829,169.0409,31.4652,45.8592,16.0372
2,IFFT,float32,1024,1024,1024,2,4,NCCL,1,3889.2191,63.3621,66.6772,64.3628,1.0878,64.136
3,FFT,float32,1024,1024,1024,2,4,NCCL,1,7651.4624,15.9346,138.0964,28.3268,36.5918,15.9399
3,IFFT,float32,1024,1024,1024,2,4,NCCL,1,3888.54,63.1638,66.5507,64.3671,0.9288,64.1365
5,FFT,float32,1024,1024,1024,1,8,NCCL,1,11276.0716,13.1488,104.2177,22.4924,27.2424,13.2358
5,IFFT,float32,1024,1024,1024,1,8,NCCL,1,227.9417,12.6142,13.1802,12.7561,0.1569,12.8133
