rank,FFT_type,precision,x,y,z,px,py,backend,nodes,time
4,FFT,float32,16,16,16,8,2,NCCL,2,0.0878318060000538
2,FFT,float32,16,16,16,8,2,NCCL,2,0.1169769490001044
12,IFFT,float32,16,16,16,8,2,NCCL,2,0.00043850499992
15,IFFT,float32,16,16,16,8,2,NCCL,2,0.0010439019999921
2,IFFT,float32,16,16,16,8,2,NCCL,2,0.0005561719999604
14,IFFT,float32,16,16,16,8,2,NCCL,2,0.000445118000016
13,IFFT,float32,16,16,16,8,2,NCCL,2,0.0010542610000356
10,IFFT,float32,16,16,16,8,2,NCCL,2,0.0005257579999806
1,IFFT,float32,16,16,16,8,2,NCCL,2,0.0010578950000308
8,IFFT,float32,16,16,16,8,2,NCCL,2,0.0005206189999853
9,IFFT,float32,16,16,16,8,2,NCCL,2,0.0011957839999467
11,IFFT,float32,16,16,16,8,2,NCCL,2,0.0009735520000049
0,IFFT,float32,16,16,16,8,2,NCCL,2,0.0005841939999982
4,IFFT,float32,16,16,16,8,2,NCCL,2,0.0005543089999946
6,IFFT,float32,16,16,16,8,2,NCCL,2,0.0002184759999863
3,IFFT,float32,16,16,16,8,2,NCCL,2,0.00107518599998
5,IFFT,float32,16,16,16,8,2,NCCL,2,0.0011250489999383
7,IFFT,float32,16,16,16,8,2,NCCL,2,0.0009147279999979
7,FFT,float32,32,32,32,4,4,NCCL,2,0.0002653120000104
5,FFT,float32,32,32,32,4,4,NCCL,2,0.0005029339999964
4,FFT,float32,32,32,32,4,4,NCCL,2,0.0003914469999699
1,FFT,float32,32,32,32,4,4,NCCL,2,0.3083731759999182
6,FFT,float32,32,32,32,4,4,NCCL,2,0.0003424960000302
3,FFT,float32,32,32,32,4,4,NCCL,2,0.3083427889999939
12,FFT,float32,32,32,32,4,4,NCCL,2,0.1352737449999494
0,FFT,float32,32,32,32,4,4,NCCL,2,0.308197879999966
2,FFT,float32,32,32,32,4,4,NCCL,2,0.3085147789998927
13,FFT,float32,32,32,32,4,4,NCCL,2,0.1354646700001467
15,FFT,float32,32,32,32,4,4,NCCL,2,0.1354180829998768
11,FFT,float32,32,32,32,4,4,NCCL,2,0.3885820979999153
8,FFT,float32,32,32,32,4,4,NCCL,2,0.3884976510000797
9,FFT,float32,32,32,32,4,4,NCCL,2,0.3883434640001724
14,FFT,float32,32,32,32,4,4,NCCL,2,0.1352861679999932
10,FFT,float32,32,32,32,4,4,NCCL,2,0.3884255870000288
13,IFFT,float32,32,32,32,4,4,NCCL,2,0.0012117139999645
9,IFFT,float32,32,32,32,4,4,NCCL,2,0.0005464959999699
15,IFFT,float32,32,32,32,4,4,NCCL,2,0.0012880360000053
11,IFFT,float32,32,32,32,4,4,NCCL,2,0.0007671169998957
10,IFFT,float32,32,32,32,4,4,NCCL,2,0.0008205270000871
12,IFFT,float32,32,32,32,4,4,NCCL,2,0.0007288459999017
14,IFFT,float32,32,32,32,4,4,NCCL,2,0.0012158019999333
0,IFFT,float32,32,32,32,4,4,NCCL,2,0.000655628000004
8,IFFT,float32,32,32,32,4,4,NCCL,2,0.00022932700017
2,IFFT,float32,32,32,32,4,4,NCCL,2,0.0011271729999862
4,IFFT,float32,32,32,32,4,4,NCCL,2,0.000659574999986
5,IFFT,float32,32,32,32,4,4,NCCL,2,0.001132493
6,IFFT,float32,32,32,32,4,4,NCCL,2,0.0011449860000993
3,IFFT,float32,32,32,32,4,4,NCCL,2,0.0011369520000243
7,IFFT,float32,32,32,32,4,4,NCCL,2,0.001129106999997
1,IFFT,float32,32,32,32,4,4,NCCL,2,0.0011250190000282
2,FFT,float32,32,32,32,2,8,NCCL,2,0.4956256080001822
3,FFT,float32,32,32,32,2,8,NCCL,2,0.4954643189998933
4,FFT,float32,32,32,32,2,8,NCCL,2,0.4954367570001068
1,FFT,float32,32,32,32,2,8,NCCL,2,0.4953569690001131
6,FFT,float32,32,32,32,2,8,NCCL,2,0.4954772829999001
8,FFT,float32,32,32,32,2,8,NCCL,2,0.0004194900000129
0,FFT,float32,32,32,32,2,8,NCCL,2,0.4956895669999994
5,FFT,float32,32,32,32,2,8,NCCL,2,0.4956565959998897
7,FFT,float32,32,32,32,2,8,NCCL,2,0.495761241000082
13,FFT,float32,32,32,32,2,8,NCCL,2,0.0007552659999419
15,FFT,float32,32,32,32,2,8,NCCL,2,0.000655960999893
12,FFT,float32,32,32,32,2,8,NCCL,2,0.0002791790000173
10,FFT,float32,32,32,32,2,8,NCCL,2,0.0004982369998742
11,FFT,float32,32,32,32,2,8,NCCL,2,0.0007153310000376
14,FFT,float32,32,32,32,2,8,NCCL,2,0.0004133690001708
9,FFT,float32,32,32,32,2,8,NCCL,2,0.0006695360000321
1,IFFT,float32,32,32,32,2,8,NCCL,2,0.0013966230001187
5,IFFT,float32,32,32,32,2,8,NCCL,2,0.0014095870001256
7,IFFT,float32,32,32,32,2,8,NCCL,2,0.0015494169999783
2,IFFT,float32,32,32,32,2,8,NCCL,2,0.0014063520000036
3,IFFT,float32,32,32,32,2,8,NCCL,2,0.0013894410001284
6,IFFT,float32,32,32,32,2,8,NCCL,2,0.0013851319999957
4,IFFT,float32,32,32,32,2,8,NCCL,2,0.0005743169999732
0,IFFT,float32,32,32,32,2,8,NCCL,2,0.0014001800000187
8,IFFT,float32,32,32,32,2,8,NCCL,2,0.0005639589999191
